gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup,gind,gsector,gsubind,naics,sic
018071,20191231,2019,INDL,C,D,STD,REXR,REXFORD INDUS REALTY,USD,A,6010,601010,60,60101020,531120,6798
018073,20191231,2019,INDL,C,D,STD,CHMI,CHERRY HILL MTG INVST,USD,A,4020,402040,40,40204010,525990,6798
018145,20191231,2019,INDL,C,D,STD,DOC,PHYSICIANS REALTY TR,USD,A,6010,601010,60,60101050,531120,6798
018159,20191231,2019,INDL,C,D,STD,AGIO,AGIOS PHARMACEUTICALS,USD,A,3520,352010,35,35201010,325414,2836
018162,20191231,2019,INDL,C,D,STD,ESPR,ESPERION THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
018182,20191231,2019,INDL,C,D,STD,FDBC,FIDELITY D & D BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
018204,20191231,2019,INDL,C,D,STD,ANIP,ANI PHARMACEUTICALS INC,USD,A,3520,352020,35,35202010,325412,2834
018241,20191231,2019,INDL,C,D,STD,FCF,FIRST COMMONWLTH FINL CP/PA,USD,A,4010,401010,40,40101015,522110,6020
018264,20191231,2019,INDL,C,D,STD,FVCB,FVCBANKCORP INC,USD,A,4010,401010,40,40101015,522110,6020
018276,20191231,2019,INDL,C,D,STD,THFF,FIRST FINANCIAL CORP/IN,USD,A,4010,401010,40,40101015,522110,6020
018289,20191231,2019,INDL,C,D,STD,ASC,ARDMORE SHIPPING CORP,USD,A,1010,101020,10,10102040,483111,4412
018293,20191231,2019,INDL,C,D,STD,CWEN,CLEARWAY ENERGY INC,USD,A,5510,551050,55,55105010,2211,4911
018306,20191231,2019,INDL,C,D,STD,SC,SANTANDER CONSUMER USA HLDGS,USD,A,4020,402020,40,40202010,522291,6141
018307,20191231,2019,INDL,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,A,4010,401010,40,40101015,522110,6020
018312,20191231,2019,INDL,C,D,STD,USFD,US FOODS HOLDING CORP,USD,A,3010,301010,30,30101020,4244,5140
018315,20191231,2019,INDL,C,D,STD,PGEN,PRECIGEN INC,USD,A,3520,352010,35,35201010,325414,2836
018320,20191231,2019,INDL,C,D,STD,FOXF,FOX FACTORY HOLDING CP,USD,A,2510,251010,25,25101010,336991,3751
018329,20191231,2019,INDL,C,D,STD,BUSE,FIRST BUSEY CORP,USD,A,4010,401010,40,40101015,522110,6020
018383,20191231,2019,INDL,C,D,STD,BRX,BRIXMOR PROPERTY GROUP INC,USD,A,6010,601010,60,60101070,531120,6798
018385,20191231,2019,INDL,C,D,STD,FRAF,FRANKLIN FINANCIAL SVCS CORP,USD,A,4010,401010,40,40101015,522110,6020
018434,20191231,2019,INDL,C,D,STD,ALRS,ALERUS FINANCIAL CORP,USD,A,4020,402010,40,40201020,522110,6020
018441,20191231,2019,INDL,C,D,STD,SPNT,SIRIUSPOINT LTD,USD,A,4030,403010,40,40301050,524130,6331
018465,20191231,2019,INDL,C,D,STD,AR,ANTERO RESOURCES CORP,USD,A,1010,101020,10,10102020,2111,1311
018487,20191231,2019,INDL,C,D,STD,FEYE,FIREEYE INC,USD,A,4510,451030,45,45103020,541512,7373
018494,20191231,2019,INDL,C,D,STD,IRT,INDEPENDENCE REALTY TRUST,USD,A,6010,601010,60,60101060,531110,6798
018498,20191231,2019,INDL,C,D,STD,MUSA,MURPHY USA INC,USD,A,2550,255040,25,25504050,447110,5500
018510,20191231,2019,INDL,C,D,STD,XLRN,ACCELERON PHARMA INC,USD,A,3520,352010,35,35201010,325414,2836
018533,20191231,2019,INDL,C,D,STD,HBNC,HORIZON BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
018556,20191231,2019,INDL,C,D,STD,CHGG,CHEGG INC,USD,A,2530,253020,25,25302010,519130,7370
018561,20191231,2019,INDL,C,D,STD,BNFT,BENEFITFOCUS INC,USD,A,4510,451030,45,45103010,518210,7370
018562,20191231,2019,INDL,C,D,STD,FATE,FATE THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
018564,20191231,2019,INDL,C,D,STD,AAOI,APPLIED OPTOELECTRONICS INC,USD,A,4520,452010,45,45201020,334413,3674
018572,20191231,2019,INDL,C,D,STD,ISEE,IVERIC BIO INC,USD,A,3520,352010,35,35201010,325414,2836
018573,20191231,2019,INDL,C,D,STD,QTS,QTS REALTY TRUST INC,USD,A,6010,601010,60,60101080,531120,6798
018578,20191231,2019,INDL,C,D,STD,RMAX,RE/MAX HOLDINGS INC,USD,A,6010,601020,60,60102040,531210,6531
018624,20190630,2019,INDL,C,D,STD,PINC,PREMIER INC,USD,A,3510,351020,35,35102015,424210,5122
018626,20191231,2019,INDL,C,D,STD,GLOB,GLOBANT SA,USD,A,4510,451020,45,45102010,54151,7370
018629,20191231,2019,INDL,C,D,STD,LGIH,LGI HOMES INC,USD,A,2520,252010,25,25201030,236117,1531
018630,20191231,2019,INDL,C,D,STD,RNG,RINGCENTRAL INC,USD,A,4510,451030,45,45103010,518210,7370
018658,20191231,2019,INDL,C,D,STD,MGNX,MACROGENICS INC,USD,A,3520,352010,35,35201010,325414,2836
018675,20200131,2019,INDL,C,D,STD,BURL,BURLINGTON STORES INC,USD,A,2550,255040,25,25504010,4481,5600
018683,20200131,2019,INDL,C,D,STD,SAIC,SCIENCE APPLICATIONS INTL CP,USD,A,2020,202020,20,20202020,541512,7373
018689,20200131,2019,INDL,C,D,STD,VEEV,VEEVA SYSTEMS INC,USD,A,3510,351030,35,35103010,519130,7370
018699,20190930,2019,INDL,C,D,STD,PTC,PTC INC,USD,A,4510,451030,45,45103010,511210,7372
018732,20191231,2019,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
018745,20191231,2019,INDL,C,D,STD,ESNT,ESSENT GROUP LTD,USD,A,4010,401020,40,40102010,524126,6351
018749,20191231,2019,INDL,C,D,STD,AERI,AERIE PHARMACEUTICALS INC,USD,A,3520,352020,35,35202010,325414,2836
018792,20191231,2019,INDL,C,D,STD,GLPI,GAMING & LEISURE PPTYS,USD,A,6010,601010,60,60101080,531120,6798
018842,20200331,2019,INDL,C,D,STD,TCS,CONTAINER STORE GROUP,USD,A,2550,255040,25,25504040,442299,5700
018872,20191231,2019,INDL,C,D,STD,TWTR,TWITTER INC,USD,A,5020,502030,50,50203010,519130,7370
018875,20191231,2019,INDL,C,D,STD,EXPI,EXP WORLD HOLDINGS INC,USD,A,6010,601020,60,60102040,531210,6531
018878,20191231,2019,INDL,C,D,STD,GLYC,GLYCOMIMETICS INC,USD,A,3520,352010,35,35201010,325414,2836
018888,20191231,2019,INDL,C,D,STD,AMRX,AMNEAL PHARMACEUTICALS INC,USD,A,3520,352020,35,35202010,325412,2834
018899,20191231,2019,INDL,C,D,STD,TNDM,TANDEM DIABETES CARE INC,USD,A,3510,351010,35,35101010,334510,3845
018930,20191231,2019,INDL,C,D,STD,KPTI,KARYOPHARM THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325412,2834
018938,20191231,2019,INDL,C,D,STD,XNCR,XENCOR INC,USD,A,3520,352010,35,35201010,325414,2836
018947,20191231,2019,INDL,C,D,STD,VCYT,VERACYTE INC,USD,A,3520,352010,35,35201010,325413,2835
019000,20191231,2019,INDL,C,D,STD,MMI,MARCUS & MILLICHAP INC,USD,A,6010,601020,60,60102040,531210,6531
019025,20191231,2019,INDL,C,D,STD,REPH,RECRO PHARMA INC,USD,A,3520,352020,35,35202010,325412,2834
019044,20191231,2019,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,A,4510,451030,45,45103020,511210,7372
019071,20191231,2019,INDL,C,D,STD,CWH,CAMPING WORLD HOLDINGS INC,USD,A,2550,255040,25,25504050,441210,5500
019094,20191231,2019,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
019137,20191231,2019,INDL,C,D,STD,OVBC,OHIO VALLEY BANC CORP,USD,A,4010,401010,40,40101015,522110,6020
019143,20191231,2019,INDL,C,D,STD,KIN,KINDRED BIOSCIENCES INC,USD,A,3520,352010,35,35201010,325414,2836
019149,20191231,2019,INDL,C,D,STD,RARE,ULTRAGENYX PHARMACEUTICAL,USD,A,3520,352010,35,35201010,325414,2836
019150,20191231,2019,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,A,4010,401010,40,40101015,522110,6020
019154,20191231,2019,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325414,2836
019159,20191231,2019,INDL,C,D,STD,PWOD,PENNS WOODS BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
019163,20191231,2019,INDL,C,D,STD,STAY,EXTENDED STAY AMERICA INC,USD,A,2530,253010,25,25301020,721110,7011
019168,20191231,2019,INDL,C,D,STD,TACO,DEL TACO RESTAURANTS INC,USD,A,2530,253010,25,25301040,722513,5812
019262,20191231,2019,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
019274,20191231,2019,INDL,C,D,STD,INGN,INOGEN INC,USD,A,3510,351010,35,35101010,334510,3845
019275,20191231,2019,INDL,C,D,STD,BRG,BLUEROCK RESIDENTIAL GROWTH,USD,A,6010,601010,60,60101060,531110,6798
019305,20191231,2019,INDL,C,D,STD,PLPC,PREFORMED LINE PRODUCTS CO,USD,A,2010,201040,20,20104010,335932,3640
019318,20191231,2019,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,A,4010,401010,40,40101015,522110,6020
019355,20191231,2019,INDL,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,A,4010,401010,40,40101015,522110,6020
019391,20190630,2019,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,A,2520,252020,25,25202010,336612,3730
019398,20191231,2019,INDL,C,D,STD,DENN,DENNYS CORP,USD,A,2530,253010,25,25301040,722511,5812
019402,20200131,2019,INDL,C,D,STD,GIII,G-III APPAREL GROUP LTD,USD,A,2520,252030,25,25203010,315280,2300
019412,20191231,2019,INDL,C,D,STD,ITCI,INTRA-CELLULAR THERAPIES INC,USD,A,3520,352020,35,35202010,325414,2836
019428,20191231,2019,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,A,4010,401010,40,40101015,522110,6020
019440,20191231,2019,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,A,4020,402040,40,40204010,525990,6798
019470,20191231,2019,INDL,C,D,STD,DRNA,DICERNA PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325414,2836
019471,20191231,2019,INDL,C,D,STD,RVNC,REVANCE THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325414,2836
019507,20191231,2019,INDL,C,D,STD,OUT,OUTFRONT MEDIA INC,USD,A,6010,601010,60,60101080,531190,6798
019511,20191231,2019,INDL,C,D,STD,FLXN,FLEXION THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325412,2834
019516,20191231,2019,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,A,2520,252010,25,25201030,238310,1700
019517,20191231,2019,INDL,C,D,STD,OGS,ONE GAS INC,USD,A,5510,551020,55,55102010,221210,4924
019518,20191231,2019,INDL,C,D,STD,KN,KNOWLES CORP,USD,A,4520,452030,45,45203015,334419,3670
019526,20191231,2019,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC,USD,A,6010,601010,60,60101080,531190,6798
019534,20191231,2019,INDL,C,D,STD,CNCE,CONCERT PHARMACEUTICLS INC,USD,A,3520,352010,35,35201010,325414,2836
019570,20191231,2019,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
019574,20191231,2019,INDL,C,D,STD,GCI,GANNETT CO INC,USD,A,5020,502010,50,50201040,511110,2711
019581,20200131,2019,INDL,C,D,STD,LE,LANDS' END INC,USD,A,2550,255020,25,25502020,454110,5961
019582,20191231,2019,INDL,C,D,STD,CTRE,CARETRUST REIT INC,USD,A,6010,601010,60,60101050,531120,6798
019600,20191231,2019,INDL,C,D,STD,CBAY,CYMABAY THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325414,2836
019602,20191231,2019,INDL,C,D,STD,HEAR,TURTLE BEACH CORP,USD,A,4520,452020,45,45202030,334118,3577
019647,20191231,2019,INDL,C,D,STD,LC,LENDINGCLUB CORP,USD,A,4020,402020,40,40202010,522291,6141
019649,20191231,2019,INDL,C,D,STD,SABR,SABRE CORP,USD,A,4510,451020,45,45102020,518210,7370
019713,20191231,2019,INDL,C,D,STD,AUB,ATLANTIC UNION BANKSHRS CRP,USD,A,4010,401010,40,40101015,522110,6020
019717,20191231,2019,INDL,C,D,STD,NLTX,NEOLEUKIN THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325412,2834
019730,20190630,2019,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,A,4510,451030,45,45103010,519130,7370
019747,20191231,2019,INDL,C,D,STD,QUOT,QUOTIENT TECHNOLOGY INC,USD,A,2550,255020,25,25502020,519130,7370
019753,20191231,2019,INDL,C,D,STD,MGNI,MAGNITE INC,USD,A,5020,502010,50,50201010,5418,7310
019784,20191231,2019,INDL,C,D,STD,EGRX,EAGLE PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325412,2834
019800,20191231,2019,INDL,C,D,STD,CPLG,COREPOINT LODGING INC,USD,A,6010,601010,60,60101030,531120,6798
019815,20191231,2019,INDL,C,D,STD,FCBP,FIRST CHOICE BANCORP,USD,A,4010,401010,40,40101015,522110,6020
019817,20191231,2019,INDL,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
019849,20191231,2019,INDL,C,D,STD,ATEN,A10 NETWORKS INC,USD,A,4510,451030,45,45103020,334118,3576
019851,20191231,2019,INDL,C,D,STD,CIO,CITY OFFICE REIT INC,USD,A,6010,601010,60,60101040,531120,6798
019858,20191231,2019,INDL,C,D,STD,VRTV,VERITIV CORP,USD,A,2010,201070,20,20107010,424110,5110
019859,20191231,2019,INDL,C,D,STD,AKBA,AKEBIA THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
019873,20191231,2019,INDL,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
019877,20191231,2019,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,A,4510,451030,45,45103010,518210,7370
019881,20191231,2019,INDL,C,D,STD,TWOU,2U INC,USD,A,2530,253020,25,25302010,611310,8200
019908,20191231,2019,INDL,C,D,STD,FIVN,FIVE9 INC,USD,A,4510,451030,45,45103010,518210,7370
019927,20191231,2019,INDL,C,D,STD,MC,MOELIS & CO,USD,A,4020,402030,40,40203020,523930,6282
019966,20191231,2019,INDL,C,D,STD,CMCT,CIM COMMERICAL TRUST,USD,A,6010,601010,60,60101040,531120,6798
019998,20191231,2019,INDL,C,D,STD,MEDP,MEDPACE HOLDINGS INC,USD,A,3520,352030,35,35203010,54171,8731
020010,20191231,2019,INDL,C,D,STD,AGRX,AGILE THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325412,2834
020011,20191231,2019,INDL,C,D,STD,TMST,TIMKENSTEEL CORP,USD,A,1510,151040,15,15104050,331110,3312
020019,20191231,2019,INDL,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,A,4010,401010,40,40101015,522110,6020
020044,20191231,2019,INDL,C,D,STD,BGSF,BGSF INC,USD,A,2020,202020,20,20202010,561320,7363
020088,20200131,2019,INDL,C,D,STD,BOX,BOX INC,USD,A,4510,451030,45,45103010,518210,7370
020089,20191231,2019,INDL,C,D,STD,TMX,TERMINIX GLOBAL HOLDINGS INC,USD,A,2530,253020,25,25302020,561710,7340
020109,20191231,2019,INDL,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,A,4010,401010,40,40101015,522110,6020
020115,20190630,2019,INDL,C,D,STD,PAHC,PHIBRO ANIMAL HEALTH CORP,USD,A,3520,352020,35,35202010,325411,2833
020116,20191231,2019,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,A,4510,451030,45,45103010,518210,7370
020126,20200331,2019,INDL,C,D,STD,WMS,ADVANCED DRAINAGE SYSTEMS,USD,A,2010,201020,20,20102010,326122,3080
020135,20200331,2019,INDL,C,D,STD,QTNT,QUOTIENT LTD,USD,A,3510,351010,35,35101020,325413,2835
020185,20190930,2019,INDL,C,D,STD,SMG,SCOTTS MIRACLE-GRO CO,USD,A,1510,151010,15,15101030,3253,2870
020225,20191231,2019,INDL,C,D,STD,NERV,MINERVA NEUROSCIENCES INC,USD,A,3520,352010,35,35201010,325414,2836
020228,20190630,2019,INDL,C,D,STD,CTLT,CATALENT INC,USD,A,3520,352020,35,35202010,325412,2834
020229,20191231,2019,INDL,C,D,STD,ZEN,ZENDESK INC,USD,A,4510,451030,45,45103010,518210,7370
020232,20191031,2019,INDL,C,D,STD,KEYS,KEYSIGHT TECHNOLOGIES INC,USD,A,4520,452030,45,45203010,334515,3825
020233,20191231,2019,INDL,C,D,STD,TBPH,THERAVANCE BIOPHARMA INC,USD,A,3520,352020,35,35202010,325414,2836
020235,20191231,2019,INDL,C,D,STD,DNOW,NOW INC,USD,A,2010,201070,20,20107010,423830,5084
020299,20191231,2019,INDL,C,D,STD,LOB,LIVE OAK BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
020338,20191231,2019,INDL,C,D,STD,PRMW,PRIMO WATER CORP,USD,A,3020,302010,30,30201030,312111,2086
020412,20191231,2019,INDL,C,D,STD,ARES,ARES MANAGEMENT CORP,USD,A,4020,402030,40,40203010,523920,6282
020420,20191231,2019,INDL,C,D,STD,OEC,ORION ENGINEERED CARBONS SA,USD,A,1510,151010,15,15101010,325180,2890
020422,20191231,2019,INDL,C,D,STD,HRTG,HERITAGE INSURANCE HOLDINGS,USD,A,4030,403010,40,40301040,524126,6331
020430,20191231,2019,INDL,C,D,STD,SLM,SLM CORP,USD,A,4020,402020,40,40202010,5222,6141
020502,20191231,2019,INDL,C,D,STD,RYAM,RAYONIER ADVANCED MATERIALS,USD,A,1510,151010,15,15101050,3252,2820
020540,20191231,2019,INDL,C,D,STD,TRUE,TRUECAR INC,USD,A,5020,502030,50,50203010,519130,7370
020548,20191231,2019,INDL,C,D,STD,COG,CABOT OIL & GAS CORP,USD,A,1010,101020,10,10102020,2111,1311
020567,20191231,2019,INDL,C,D,STD,MRNS,MARINUS PHARMACEUTICALS INC,USD,A,3520,352020,35,35202010,325414,2836
020600,20191130,2019,INDL,C,D,STD,NG,NOVAGOLD RESOURCES LTD,USD,A,1510,151040,15,15104030,21222,1040
020621,20191231,2019,INDL,C,D,STD,DMTK,DERMTECH INC,USD,A,3520,352010,35,35201010,325413,2835
020628,20191231,2019,INDL,C,D,STD,ISTR,INVESTAR HOLDING CORP,USD,A,4010,401010,40,40101015,522110,6020
020644,20191231,2019,INDL,C,D,STD,GPRO,GOPRO INC,USD,A,2520,252010,25,25201010,333316,3861
020645,20191231,2019,INDL,C,D,STD,ARDX,ARDELYX INC,USD,A,3520,352010,35,35201010,325414,2836
020649,20191231,2019,INDL,C,D,STD,SNDX,SYNDAX PHARMACEUTICALS INC,USD,A,3520,352010,35,35201010,325414,2836
020659,20191231,2019,INDL,C,D,STD,AMPH,AMPHASTAR PHARMACEUTICLS INC,USD,A,3520,352020,35,35202010,325412,2834
020661,20191231,2019,INDL,C,D,STD,VEC,VECTRUS INC,USD,A,2010,201010,20,20101010,561210,8744
020677,20191231,2019,INDL,C,D,STD,FFWM,FIRST FOUNDATION INC,USD,A,4010,401010,40,40101015,522110,6020
020686,20191231,2019,INDL,C,D,STD,SYF,SYNCHRONY FINANCIAL,USD,A,4020,402020,40,40202010,522210,6141
020692,20190630,2019,INDL,C,D,STD,KE,KIMBALL ELECTRONICS INC,USD,A,4520,452030,45,45203020,334413,3674
020696,20191231,2019,INDL,C,D,STD,DOOR,MASONITE INTERNATIONAL CORP,USD,A,2010,201020,20,20102010,321911,2430
020699,20191231,2019,INDL,C,D,STD,LTRPA,LIBERTY TRIPADVISOR HOLDINGS,USD,A,5020,502030,50,50203010,519130,7370
020720,20190630,2019,INDL,C,D,STD,RLMD,RELMADA THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325412,2834
020740,20191231,2019,INDL,C,D,STD,SPKE,SPARK ENERGY INC,USD,A,5510,551010,55,55101010,2211,4931
020748,20191231,2019,INDL,C,D,STD,ANET,ARISTA NETWORKS INC,USD,A,4520,452010,45,45201020,334118,3576
020779,20190731,2019,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,A,4520,452010,45,45201020,334210,3576
020791,20191231,2019,INDL,C,D,STD,BXMT,BLACKSTONE MORTGAGE TR INC,USD,A,4020,402040,40,40204010,525990,6798
020823,20200131,2019,INDL,C,D,STD,HQY,HEALTHEQUITY INC,USD,A,3510,351020,35,35102030,519130,7370
020904,20190930,2019,INDL,C,D,STD,HOLX,HOLOGIC INC,USD,A,3510,351010,35,35101010,334517,3844
020935,20191231,2019,INDL,C,D,STD,TRUP,TRUPANION INC,USD,A,4030,403010,40,40301020,524114,6324
020943,20191231,2019,INDL,C,D,STD,SAGE,SAGE THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
020959,20191231,2019,INDL,C,D,STD,PLYM,PLYMOUTH INDL REIT INC,USD,A,6010,601010,60,60101020,531120,6798
020960,20191231,2019,INDL,C,D,STD,CNNE,CANNAE HOLDINGS INC,USD,A,4020,402010,40,40201030,722511,5812
020961,20200331,2019,INDL,C,D,STD,ATEX,ANTERIX INC,USD,A,5010,501010,50,50101010,517919,4899
021004,20191231,2019,INDL,C,D,STD,LNTH,LANTHEUS HOLDINGS INC,USD,A,3510,351010,35,35101020,325413,2835
021006,20191231,2019,INDL,C,D,STD,XENT,INTERSECT ENT INC,USD,A,3510,351010,35,35101010,339113,3842
021012,20191231,2019,INDL,C,D,STD,ATRA,ATARA BIOTHERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
021015,20191231,2019,INDL,C,D,STD,OCUL,OCULAR THERAPEUTIX INC,USD,A,3520,352020,35,35202010,325414,2836
021019,20191231,2019,INDL,C,D,STD,BSIG,BRIGHTSPHERE INVEST GRP INC,USD,A,4020,402030,40,40203010,523920,6282
021020,20191231,2019,INDL,C,D,STD,ADVM,ADVERUM BIOTECHNOLOGIES,USD,A,3520,352010,35,35201010,325414,2836
021032,20191231,2019,INDL,C,D,STD,VKTX,VIKING THERAPEUTICS INC,USD,A,3520,352010,35,35201010,325414,2836
021042,20190630,2019,INDL,C,D,STD,AKTS,AKOUSTIS TECHNOLOGIES INC,USD,A,4520,452030,45,45203015,334419,3679
021118,20191231,2019,INDL,C,D,STD,AXDX,ACCELERATE DIAGNOSTICS INC,USD,A,3510,351010,35,35101010,325413,2835
021124,20191231,2019,INDL,C,D,STD,LOCO,EL POLLO LOCO HOLDINGS INC,USD,A,2530,253010,25,25301040,722511,5812
021178,20191231,2019,INDL,C,D,STD,NBEV,NEWAGE INC,USD,A,3020,302010,30,30201030,312111,2086
021227,20191231,2019,INDL,C,D,STD,LBRDK,LIBERTY BROADBAND CORP,USD,A,5020,502010,50,50201030,517312,4812
021238,20191231,2019,INDL,C,D,STD,VICR,VICOR CORP,USD,A,2010,201040,20,20104010,334419,3679
021352,20191231,2019,INDL,C,D,STD,AVNS,AVANOS MEDICAL INC,USD,A,3510,351010,35,35101020,339113,3842
021429,20191231,2019,INDL,C,D,STD,GVA,GRANITE CONSTRUCTION INC,USD,A,2010,201030,20,20103010,237310,1600
021440,20191231,2019,INDL,C,D,STD,LSTR,LANDSTAR SYSTEM INC,USD,A,2030,203040,20,20304020,484121,4213
021503,20191231,2019,INDL,C,D,STD,KMPR,KEMPER CORP/DE,USD,A,4030,403010,40,40301040,524126,6331
021515,20191231,2019,INDL,C,D,STD,UNVR,UNIVAR SOLUTIONS INC,USD,A,2010,201070,20,20107010,424690,5160
021522,20191231,2019,INDL,C,D,STD,VYNE,VYNE THERAPEUTICS INC,USD,A,3520,352020,35,35202010,325412,2834
021540,20191231,2019,INDL,C,D,STD,W,WAYFAIR INC,USD,A,2550,255020,25,25502020,454110,5961
021542,20191231,2019,INDL,C,D,STD,AAON,AAON INC,USD,A,2010,201020,20,20102010,333415,3585
021593,20191231,2019,INDL,C,D,STD,CIVB,CIVISTA BANCSHARES INC,USD,A,4010,401010,40,40101015,522110,6020
021601,20191231,2019,INDL,C,D,STD,RYTM,RHYTHM PHARMACEUTICLS,USD,A,3520,352010,35,35201010,325414,2836
021604,20191231,2019,INDL,C,D,STD,PGRE,PARAMOUNT GROUP INC,USD,A,6010,601010,60,60101040,531120,6798
021616,20190930,2019,INDL,C,D,STD,GWB,GREAT WESTERN BANCORP INC,USD,A,4010,401010,40,40101015,522110,6020
021627,20191231,2019,INDL,C,D,STD,CALA,CALITHERA BIOSCIENCES INC,USD,A,3520,352010,35,35201010,325414,2836
021630,20191231,2019,INDL,C,D,STD,STOR,STORE CAPITAL CORP,USD,A,6010,601010,60,60101010,531120,6798
021633,20191231,2019,INDL,C,D,STD,VBTX,VERITEX HOLDINGS INC,USD,A,4010,401010,40,40101015,522110,6020
021635,20191231,2019,INDL,C,D,STD,AFMD,AFFIMED NV,USD,A,3520,352010,35,35201010,325414,2836
021739,20191231,2019,INDL,C,D,STD,PRAH,PRA HEALTH SCIENCES INC,USD,A,3520,352030,35,35203010,54171,8731
021743,20200331,2019,INDL,C,D,STD,NVEC,NVE CORP,USD,A,4530,453010,45,45301020,334413,3674
021761,20190630,2019,INDL,C,D,STD,CDK,CDK GLOBAL INC,USD,A,4510,451030,45,45103010,519130,7370
021777,20191231,2019,INDL,C,D,STD,MMSI,MERIT MEDICAL SYSTEMS INC,USD,A,3510,351010,35,35101020,339112,3841
021798,20191231,2019,INDL,C,D,STD,FRPT,FRESHPET INC,USD,A,3020,302020,30,30202030,311111,2040
021808,20191231,2019,INDL,C,D,STD,CZR,CAESARS ENTERTAINMENT INC,USD,A,2530,253010,25,25301010,713210,7990
021815,20191231,2019,INDL,C,D,STD,TBK,TRIUMPH BANCORP INC,USD,A,4010,401010,40,40101015,522120,6036
021824,20191231,2019,INDL,C,D,STD,BSGM,BIOSIG TECHNOLOGIES INC,USD,A,3510,351010,35,35101010,334510,3845
021825,20191231,2019,INDL,C,D,STD,CFG,CITIZENS FINANCIAL GROUP INC,USD,A,4010,401010,40,40101015,522110,6020
021841,20191231,2019,INDL,C,D,STD,CHRS,COHERUS BIOSCIENCES INC,USD,A,3520,352010,35,35201010,325414,2836
021847,20191231,2019,INDL,C,D,STD,HUBS,HUBSPOT INC,USD,A,4510,451030,45,45103010,518210,7370
021898,20200331,2019,INDL,C,D,STD,BOOT,BOOT BARN HOLDINGS INC,USD,A,2550,255040,25,25504010,448210,5661
021901,20191231,2019,INDL,C,D,STD,FGEN,FIBROGEN INC,USD,A,3520,352010,35,35201010,325414,2836
021916,20191231,2019,INDL,C,D,STD,NVRO,NEVRO CORP,USD,A,3510,351010,35,35101010,334510,3845
022000,20191231,2019,INDL,C,D,STD,WK,WORKIVA INC,USD,A,4510,451030,45,45103010,518210,7370
022025,20191231,2019,INDL,C,D,STD,SNR,NEW SENIOR INVESTMENT GROUP,USD,A,6010,601010,60,60101050,531110,6798
022035,20191231,2019,INDL,C,D,STD,CRBP,CORBUS PHARMACEUTICALS HLDGS,USD,A,3520,352010,35,35201010,325414,2836
022037,20191231,2019,INDL,C,D,STD,SIEN,SIENTRA INC,USD,A,3510,351010,35,35101020,339113,3842
